Store Name,number,streetaddr,strcity,strstate,zipcode,phone-number,Longitude,Latitude
"Wm Nbrhd Mkt - Oklahoma City ,",#3615,2217 Northwest 23rd St,Oklahoma City,OK,73107,(405) 521-1431,-97.547255,35.493068
"Wm Nbrhd Mkt - Oklahoma City ,",#5314,4420 South Western Ave,Oklahoma City,OK,73109,(405) 632-4497,-97.528567,35.421449
"Wm Nbrhd Mkt - Oklahoma City (NW) , Gas/Diesel,",#2875,6000 Nw 23rd St,Oklahoma City,OK,73127,(405) 495-1001,-97.620065,35.492102
"Walmart Supercenter - Oklahoma City, Gas/Diesel,",#3430,9011 Ne 23rd St,Oklahoma City,OK,73141,(405) 769-2164,-97.369391,35.494627
"Wm Nbrhd Mkt - Oklahoma City (SW) , Gas/Diesel,",#2878,911 S.w. 104th St.,Oklahoma City,OK,73139,(405) 692-3860,-97.5306,35.364373
"Wm Nbrhd Mkt - Owasso,",#5840,12912 E 86th St North,Owasso,OK,74055,(918) 274-0030,-95.82893,36.27693
"Walmart Supercenter - Stillwater,",#4241,4545 West 6th Ave,Stillwater,OK,74074,(405) 707-0744,-97.119082,36.114775
"Walmart Supercenter - Tulsa , Gas/Diesel,",#1597,10938 S. Memorial Dr.,Tulsa,OK,74133,(918) 394-4000,-95.888576,36.004616
"Wm Nbrhd Mkt - Tulsa, Gas/Diesel,",#3457,3116 South Garnett Rd,Tulsa,OK,74146,(918) 622-7797,-95.852697,36.11826
"Wm Nbrhd Mkt - Tulsa,",#3340,4720 East 21st St,Tulsa,OK,74114,(918) 392-7020,-95.923718,36.132367
"Wm Nbrhd Mkt - Tulsa (Sheridan), Gas,",#2880,6606 East 81st St. South,Tulsa,OK,74133,(918) 524-1435,-95.903062,36.045447
"Wm Nbrhd Mkt - Tulsa,",#2395,9411 So Delaware Ave,Tulsa,OK,74137,(918) 299-8316,-95.948229,36.025475
"Wm Nbrhd Mkt - Beaverton,",#5993,17275 NW Cornell Rd,Beaverton,OR,97006,(503) 207-7627:,-122.852987,45.534987
"Wm Nbrhd Mkt - Beaverton,",#3097,8235 SW Apple Way,Beaverton,OR,97225,(503) 205-9970,-122.761832,45.48585
"Wm Nbrhd Mkt - Beaverton,",#3050,9055 SW Murray Blvd,Beaverton,OR,97008,(503) 207-9915,-122.826766,45.454809
"Walmart Supercenter - Cornelius,",#4221,220 N Adair St,Cornelius,OR,97113,(503)207-0626,-123.068903,45.521841
"Wm Nbrhd Mkt - Corvallis,",#3146,1840 NW 9th St,Corvallis,OR,97330,(541) 224-0036,-123.256612,44.585874
"Walmart Supercenter - Eagle Point,",#5424,11500 Hannon Rd,Eagle Point,OR,97524,(541) 826-2210,-122.813625,42.47027
"Wm Nbrhd Mkt - Gresham,",#3178,2444 E Powell Blvd,Gresham,OR,97080,(503) 492-4725,-122.407652,45.49342
"Wm Nbrhd Mkt - Gresham,",#5627,3900 W Powell Blvd,Gresham,OR,97030,(503) 405-1478,-122.473185,45.488218
"Wm Nbrhd Mkt - Lake Oswego,",#5995,17711 Jean Way,Lake Oswego,OR,97035,(503) 303-1032,-122.738736,45.397896
"Walmart Supercenter - Medford,",#2069,1360 Center Dr,Medford,OR,97501,(541) 535-9170,-122.855156,42.310085
"Wm Nbrhd Mkt - Milwaukie,",#3144,15600 SE Mcloughlin Blvd,Milwaukie,OR,97267,(503) 303-6755,-122.626473,45.410744
"Walmart Supercenter - Portland,",#5899,1123 Hayden Meadows Dr,Portland,OR,97217,(503) 205-8844,-122.678869,45.595279
"Wm Nbrhd Mkt - West Linn,",#5994,19133 Williamette Dr,West Linn,OR,97068,(503) 303-1094,-122.641295,45.386579
"Walmart Supercenter - Economy,",#4643,1500 Economy way,Baden,PA,15005,(724) 390-9016,-80.230733,40.658661
"Walmart Supercenter - Corry,",#2909,961 East Columbus Ave,Corry,PA,16407,(814) 663-8070,-79.612103,41.933191
"Walmart Supercenter - East Greenville ,",#3810,620 Gravel Pike,East Greenville,PA,18041,(215) 679-2782,-75.509814,40.411475
"Walmart Supercenter - Elizabethville,",#3412,200 Kocher Lane,Elizabethville,PA,17023,(717) 362-3696,-76.791626,40.556786
"Walmart Supercenter - Hamburg,",#4612,1800 Tilden Ridge,Hamburg,PA,19526,(484) 668-4001,-76.011335,40.563428
"Walmart Supercenter - Hanover (S),",#5469,1881 Baltimore Pike,Hanover,PA,17331,(717) 630-8211,-76.960709,39.761346
"Walmart Supercenter - Irwin,",#5241,915 Mills Dr; I-76 Exit 67,Irwin,PA,15642,(724) 382-3160,-79.687268,40.315952
"Walmart Supercenter - Levittown,",#2068,180 Levittown Pkwy,Levittown,PA,19055,(215) 949-6600,-74.821341,40.142337
"Walmart Supercenter - Natrona Heights,",#3738,4015 Freeport Rd,Natrona Heights,PA,15065,(724) 226-6949,-79.711582,40.646822
"Walmart Supercenter - Oxford,",#5795,800 Commons DR,Oxford,PA,19363,(484) 702-7206,-75.975679,39.798359
"Walmart Supercenter - Tamaqua,",#3634,35 Plaza Dr - Route 309 N,Tamaqua,PA,18252,(570) 668-2054,-75.988505,40.835802
"Walmart Supercenter - Temple,",#2614,5370 Allentown Pike,Temple,PA,19560,(610) 939-0601,-75.919935,40.416763
"Walmart Supercenter - Warren,",#3429,2901 Market St,Warren,PA,16365,(814) 723-2640,-79.150993,41.881456
"Walmart Supercenter - Waynesboro,",#3633,12751 Washington Township Blvd,Waynesboro,PA,17268,(717) 762-2282,-77.528673,39.74163
"Walmart Supercenter - West Brownsville,",#4501,134 Daniel Kendall Dr,West Brownsville,PA,15417,(724) 364-4076,-79.889433,40.027853
"Walmart Supercenter - Willow Grove,",#3564,2101 Blair Mill Rd,Willow Grove,PA,19090,(215) 830-8370,-75.138505,40.159201
"Walmart Supercenter - York ,",#2205,1800 Loucks Rd Suite 100,York,PA,17408,(717) 764-1485,-76.772174,39.96771
"Walmart - Matane,",#1025,150 Rue Piuze,Matane,QC,G4W 4T,(418) 566-4779,-67.55647,48.84406
"Walmart Supercenter - North Smithfield,",#2225,7 Eddie Dowling Hwy,North Smithfield,RI,02896,(401) 766-1961,-71.505949,41.97689
"Walmart Supercenter - Aiken,",#4487,3581 Richland Ave Sw,Aiken,SC,29803,(803) 648-5551,-81.766105,33.561374
"Walmart Supercenter - Bennettsville,",#4457,1250 Hwy 9,Bennettsville,SC,29512,(843) 479-0002,-79.702823,34.639465
"Walmart Supercenter - Charleston (W) , Gas/Diesel,",#1748,3951 W Ashley Circle,Charleston,SC,29414,(843) 763-5554,-80.081003,32.822709
"Walmart Supercenter - Conway,",#4664,151 Myrtle Ridge Rd,Conway,SC,29526,(843) 234-2040,-78.984717,33.77473
"Walmart Supercenter - Easley,",#0631,115 Rolling Hills Circle,Easley,SC,29640,(864) 859-8595,-82.549324,34.828832
"Walmart Supercenter - Greenville,",#3192,11410 Anderson Rd,Greenville,SC,29611,(864) 605-6039,-82.480918,34.789314
"Wm Nbrhd Mkt - Greer,",#4145,805 West Wade Hampton Blvd,Greer,SC,29650,(864) 655-6422,-82.247634,34.944806
"Walmart Supercenter - Indian Land,",#4237,10048 Charlotte Hwy,Indian Land,SC,29707,(803)802-6666,-80.850053,35.011767
"Walmart Supercenter - Irmo, Gas/Diesel,",#4440,1180 Dutch Fork Rd,Irmo,SC,29063,(803)781-7775,-81.220937,34.126402
"Walmart Supercenter - Lake Wylie,",#5745,175 Hwy 274,Lake Wylie,SC,29710,(803)619-7021,-81.08418,35.121376
"Walmart Supercenter - Leesville,",#4420,115 E Church St,Leesville,SC,29070,(803) 532-5332,-81.523033,33.916224
"Walmart Supercenter - Lexington,",#4521,1780 S Lake Dr,Lexington,SC,29073,(803) 957-2557,-81.228604,33.910994
"Walmart Supercenter - Mount Pleasant,",#4384,3000 Proprietors Place,Mount Pleasant,SC,29466,(843) 884-2844,-79.787057,32.862275
"Walmart Supercenter - Mullins,",#1829,305 Commerce Dr,Mullins,SC,29574,(843) 423-9444,-79.344727,34.184362
"Walmart Supercenter - Murrells Inlet,",#5705,545 Garden City Connector,Murrells Inlet,SC,29576,(843)357-6560,-79.010596,33.588947
"Wm Nbrhd Mkt - Surfside Beach,",#2887,125 Mayport Dr,Myrtle Beach,SC,29575,(843) 232-0485,-78.980952,33.653464
"Walmart Supercenter - Newport,",#4593,4875 Old York Rd,Rock Hill,SC,29732,(803) 323-2080,-81.089257,34.980262
"Walmart Supercenter - Taylors , Gas/Diesel,",#1244,3027 Wade Hampton Blvd.,Taylors,SC,29687,(864) 292-8155,-82.33118,34.907882
"Walmart Supercenter - Tega Cay,",#3733,1151 Stone Crest Blvd,Tega Cay,SC,29708,(803) 578-4140,-80.993847,35.046753
"Walmart Supercenter - Huron,",#3853,2791 Dakota Ave South,Huron,SD,57350,(605) 353-0891,-98.215784,44.331828
"Walmart Supercenter - Rapid City,",#3872,100 Stumer Rd,Rapid City,SD,57701,(605) 877-3291,-103.219428,44.033428
"Wm Nbrhd Mkt - Bartlett (Memphis) , Gas/Diesel,",#3599,6520 Memphis-arlington Rd,Bartlett,TN,38135,(901) 388-1004,-89.844746,35.228183
"Walmart Supercenter - Chattanooga (Signal),",#3659,501 Signal Mountain Rd,Chattanooga,TN,37405,(423) 756-7202,-85.330685,35.094098
"Walmart Supercenter - Dunlap , Gas/Diesel,",#4226,16773 Rankin Ave,Dunlap,TN,37327,(423) 949-7778,-85.381245,35.385855
"Walmart Supercenter - Johnson City (S) , Gas/Diesel,",#3829,2915 West Market St,Johnson City,TN,37604,(423) 434-2250,-82.405209,36.309277
"Walmart Supercenter - Maryville, Gas/Diesel,",#4223,2410 Us Hwy 411 South,Maryville,TN,37803,(865) 982-3660,-84.013435,35.715476
"Wm Nbrhd Mkt - Memphis , Gas/Diesel,",#5122,2856 Hickory Hill Ext,Memphis,TN,38115,(901) 362-3622,-89.863335,35.07023
"Wm Nbrhd Mkt - Nashville (Mckennie),",#3306,1220 Gallatin Ave,Nashville,TN,37206,(615) 226-4443,-86.745485,36.19168
"Walmart Supercenter - Nashville,",#3717,4040 Nolensville Pike,Nashville,TN,37211,(615) 831-0133,-86.725477,36.081453
"Wm Nbrhd Mkt - Nashville,",#5119,5531 Edmondson Pike,Nashville,TN,37211,(615) 834-7771,-86.744974,36.041919
"Walmart Supercenter - Oakland,",#4533,105 Chickasaw Ridge Dr,Oakland,TN,38060,(901) 465-0225,-89.522479,35.226716
"Walmart Supercenter - Smithville,",#4414,515 BRd St,Smithville,TN,37166,(615) 215-7550,-85.829313,35.95554
"Wm Nbrhd Mkt - Allen (NE),",#3574,1520 Exchange Pkwy,Allen (ne),TX,75002,(214) 547-8579,-96.629711,33.114364
"Walmart Supercenter - Allen,",#2918,730 W Exchange Pkwy,Allen,TX,75013,(972) 649-0356,-96.672146,33.118978
"Wm Nbrhd Mkt - Arlington,",#5613,2121 N Collins St,Arlington,TX,76011,(817) 505-1386,-97.096651,32.7677
"Wm Nbrhd Mkt - Arlington, Gas,",#2977,735 West Sublett Rd,Arlington,TX,76017,(817) 557-8001,-97.116889,32.645633
"Walmart Supercenter - Austin,",#4554,2525 W Anderson Ln,Austin,TX,78757,(512) 354-3702,-97.734528,30.355931
"Walmart Supercenter - Austin,",#5478,8201 North Fm 620,Austin,TX,78726,(512) 249-6666,-97.843946,30.41675
"Wm Nbrhd Mkt - Bedford , Gas/Diesel,",#3392,2108 Bedford Rd,Bedford,TX,76021,(817) 283-9841,-97.134893,32.844663
"Wm Nbrhd Mkt - Bryan,",#4126,1901 S Texas Ave,Bryan,TX,77802,(979) 599-5322,-96.36092,30.651717
"Walmart Supercenter - Bryan,",#4183,643 N Harvy Mitchell Pkwy,Bryan,TX,77807,(979) 599-5877,-96.378217,30.632658
"Wm Nbrhd Mkt - Carrollton,",#3198,4025 Old Denton Rd,Carrollton,TX,75007,(469) 557-7714,-96.916033,33.01862
"Walmart Supercenter - Cedar Park,",#4163,2801 E #Whitestone Blvd,Cedar Park,TX,78613,(512) 690-9340,-97.786328,30.534195
"Wm Nbrhd Mkt - Colleyville,",#5614,4904 Colleyville Blvd,Colleyville,TX,76034,(817) 770-8334,-97.156413,32.881957
"Walmart Supercenter - Corpus Christi,",#0490,1250 Flour Bluff Dr,Corpus Christi,TX,78418,(361) 937-2643,-97.299337,27.6737
"Walmart Supercenter - Corpus Christi,",#1494,4109 S Staples St,Corpus Christi,TX,78411,(361) 994-9010,-97.381846,27.728286
"Walmart Supercenter - Corpus Christi,",#5898,6101 Saratoga Rd,Corpus Christi,TX,78412,(361) 445-3240,-97.374307,27.678538
"Walmart Supercenter - Cross Roads,",#5707,11700 Hwy 380,Cross Roads,TX,76227,(940) 488-7088,-96.983808,33.226206
"Walmart Supercenter - Crowley ,",#3631,1221 FM 1187; I-35 Exit,Crowley,TX,76036,(682) 233-7834,-97.338653,32.576217
"Wm Nbrhd Mkt - Cypress,",#3506,13742 North Eldridge Pkwy,Cypress,TX,77429,(281) 655-0302,-95.610397,29.981832
"Walmart Supercenter - Dallas (Midpark),",#5931,13739 N Central Expy; Hwy 75 Exit 22/23,Dallas,TX,75243,(972) 656-2501 (NOP),-96.752258,32.936741
"Wm Nbrhd Mkt - Dallas,",#3171,2218 Greenville Ave,Dallas,TX,75206,(972) 581-0188,-96.769849,32.816556
"Wm Nbrhd Mkt - Dallas (gus), Gas,",#5021,2275 Gus Thomasson Rd,Dallas,TX,75228,(214) 660-9579,-96.676528,32.83503
"Wm Nbrhd Mkt - Dallas (Hall),",#3341,2305 North Central Expressway,Dallas,TX,75204,(214) 953-0460,-96.793625,32.800953
"Wm Nbrhd Mkt - Pleasant Grove,",#3015,2827 S Buckner Blvd,Dallas,TX,75227,(214) 775-0787,-96.682896,32.759478
"Walmart Supercenter - Dallas,",#5823,6185 Retail Rd,Dallas,TX,75231,(972) 656-2196 (NOP),-96.753897,32.86261
"Walmart Supercenter - Dallas,",#5889,9410 Webb Chapel Rd,Dallas,TX,75220,(972) 629-0007,-96.858155,32.861836
"Walmart Supercenter - Desoto , Gas/Diesel,",#3432,951 West Belt Line Rd,Desoto,TX,75115,(972) 223-1711,-96.879576,32.591821
"Walmart Supercenter - Edinburg,",#5809,2812 S Expressway 281,Edinburg,TX,78542,(956) 252-2047,-98.152276,26.272001
"Walmart Supercenter - Edinburg (S) , Gas/Diesel,",#3886,4101 South Mccall Rd,Edinburg,TX,78539,(956) 618-2018,-98.203128,26.267481
"Walmart Supercenter - El Paso (NE), Gas,",#2612,1850 N Saragos,El Paso,TX,79925,(915) 855-6405,-106.270724,31.75689
"Wm Nbrhd Mkt - El Paso , Gas/Diesel,",#5108,3000 Saul Kleinfeld Dr,El Paso,TX,79936,(915) 849-7796,-106.283601,31.783238
"Wm Nbrhd Mkt - El Paso,",#5962,4716 Honda Pass Dr,El Paso,TX,79904,(915) 245-3573,-106.432189,31.869169
"Walmart Supercenter - El Paso,",#5947,5631 Dyer St,El Paso,TX,79904,(915) 245-3510 (NOP),-106.446184,31.829084
"Wm Nbrhd Mkt - El Paso,",#4415,8115 N Loop,El Paso,TX,79907,(915) 629-0048,-106.345358,31.728455
"Wm Nbrhd Mkt - El Paso,",#4366,951 N Resler,El Paso,TX,79912,(915) 875-0124,-106.559042,31.860492
"Walmart Supercenter - Elgin,",#3170,1320 W Hwy 290,Elgin,TX,78621,(512) 285-3397,-97.388815,30.349688
"Wm Nbrhd Mkt - Flower Mound,",#5963,2800 Flower Mound Rd,Flower Mound,TX,75022,(972) 538-0355,-97.071961,33.015496
"Walmart  supercenter - Fort Worth,",#3044,2900 Renaissance Square,Fort Worth,TX,76105,(817) 900-1909,-97.283818,32.711799
"Wm Nbrhd Mkt - Fort Worth (Vickery) , Gas/Diesel,",#3419,6756 West Vickery Blvd,Fort Worth,TX,76116,(817) 732-2130,-97.428004,32.70279
"Wm Nbrhd Mkt - Fort Worth,",#3135,717 W Berry St,Fort Worth,TX,76110,(817) 840-0262,-97.332359,32.704443
"Wm Nbrhd Mkt - Fort Worth (NE), Gas,",#2979,7401 Park Vista Blvd,Fort Worth,TX,76137,(817) 605-0416,-97.269162,32.874737
"Walmart Supercenter - Fort Worth (N) , Gas/Diesel,",#2980,8520 North Beach St,Fort Worth,TX,76248,(817) 514-9793,-97.28755,32.89382
"Walmart Supercenter - Frisco,",#3777,12220 Fm-423,Frisco,TX,75034,(469) 362-8542,-96.885025,33.179725
"WM Nbrhd Mkt - Frisco,",#5986,4268 Legacy Dr,Frisco,TX,75034,(972) 624-6002,-96.83803,33.114804
"Walmart Supercenter - Frisco,",#5866,8555 Preston Rd,Frisco,TX,75034,(469) 237-3768 (NOP),-96.80639,33.147183
"Wm Nbrhd Mkt - Garland,",#2433,101 W Buckingham Rd,Garland,TX,75040,(469) 304-3399,-96.631759,32.931274
"Wm Nbrhd Mkt - Garland,",#4046,1855 S Garland Ave; I-635 Exit 12,Garland,TX,75040,(972) 535-1192,-96.649248,32.895642
"Walmart Supercenter - Helotes,",#3057,12550 Leslie Rd,Helotes,TX,78023,(210) 507-4979,-98.681099,29.558686
"Walmart Supercenter - Hickory Creek/Denton , Gas/Diesel,",#3286,1035 Hickory Creek Blvd,Hickory Creek,TX,75065,(940) 321-5363,-97.045198,33.127946
"Walmart Supercenter - Highland Village,",#4240,3060 Fm 407,Highland Village,TX,75077,(972) 317-4951,-97.0782,33.0757
"Walmart Supercenter - Horizon City,",#3136,13900 Horizon Blvd,Horizon City,TX,79928,(915) 206-6199,-106.201424,31.68188
"Walmart Supercenter - Houston,",#5959,111 Yale St,Houston,TX,77007,(713) 860-0700,-95.39941,29.772991
"Walmart Supercenter - Houston,",#3640,1118 Silber Rd,Houston,TX,77055,(713) 797-2245,-95.46639,29.788713
"Wm Nbrhd Mkt - Houston , Gas/Diesel,",#3542,11242 South Gessner Rd,Houston,TX,77071,(713) 771-4740,-95.529347,29.656775
"Wm Nbrhd Mkt - Houston (Beechnut) , Gas/Diesel,",#3509,11755 Beechnut St,Houston,TX,77072,(832) 328-1638,-95.585904,29.68814
"Walmart Supercenter - Houston (NW) ,",#4416,13003 Tomball Pkwy,Houston,TX,77086,(281) 668-2952 (NOP),-95.486893,29.913875
"Wm Nbrhd Mkt - Houston , Gas/Diesel,",#3451,2740 Gessner Rd,Houston,TX,77080,(713) 934-9088,-95.544588,29.821265
"Wm Nbrhd Mkt - Houston , Gas/Diesel,",#3452,4810 Hwy 6 North,Houston,TX,77084,(281) 859-0085,-95.644862,29.84482
"Wm Nbrhd Mkt - Houston (Longpoint) , Gas/Diesel,",#3578,7960 Long Point Rd,Houston,TX,77055,(713) 463-6922,-95.486396,29.803731
"Wm Nbrhd Mkt - Houston,",#5094,9700 Hillcroft St,Houston,TX,77096,(713) 283-7186,-95.494874,29.674392
"Walmart Supercenter - Humble, Gas/Diesel,",#4298,9235 North Sam Houston Pkwy E,Humble,TX,77396,(281) 441-2209,-95.25175,29.9354
"Walmart Supercenter - Katy, Gas/Diesel,",#4538,6060 North Fry Rd,Katy,TX,77449,(281) 550-4446,-95.7185,29.8602
"Walmart Supercenter - Kaufman,",#4164,300 Kings Fort Pkwy,Kaufman,TX,75142,(469) 595-7068,-96.309086,32.570177
"Wm Nbrhd Mkt - Keller,",#2981,2130 Ruf Snow Dr,Keller,TX,76248,(817) 427-0413,-97.23924,32.893266
"Walmart Supercenter - Kenedy,",#0524,200 Business Park Dr,Kenedy,TX,78119,(830) 583-9825,-97.865251,28.83394
"Wm Nbrhd Mkt - Kingwood (Houston),",#3579,2165 Northpark Dr,Kingwood,TX,77399,(281) 358-9992,-95.214745,30.069385
"Walmart Supercenter - Laredo (S) , Gas/Diesel,",#3623,4401 Hwy 83 South,Laredo,TX,78046,(956) 727-0492,-99.475121,27.45347
"Walmart Supercenter - League City , Gas/Diesel,",#5388,1701 West Fm 646,League City,TX,77573,(281) 337-9700,-95.089622,29.469153
"Walmart Supercenter - Lubbock , Gas/Diesel,",#4299,6315 82nd St,Lubbock,TX,79424,(806) 698-6394,-101.955178,33.517433
"Walmart Supercenter - Lucas,",#5672,2662 W Lucas Rd,Lucas,TX,75002,(469) 675-8801,-96.618395,33.087349
"Walmart Supercenter - Manor,",#3169,11923 Hwy 290 E,Manor,TX,78653,(512) 651-9100,-97.542472,30.348277
"Wm Nbrhd Mkt - Mansfield, Gas,",#2397,2951 Matlock Rd,Mansfield,TX,76063,(817) 453-5616,-97.116112,32.605417
"Walmart Supercenter - McKinney (NW), Gas/Diesel,",#5311,1721 North Custer,Mckinney,TX,75071,(972) 548-7270,-96.734134,33.216796
"Wm Nbrhd Mkt - Mesquite (E),",#2976,915 North Town East Blvd,Mesquite,TX,75150,(972) 613-4253,-96.609563,32.812724
"Walmart Supercenter - Midlothian, Gas/Diesel,",#4279,400 North Hwy 67,Midlothian,TX,76065,(972) 775-6755,-97.006731,32.485472
"Walmart Supercenter - Missouri City,",#5449,9929 Hwy 6,Missouri City,TX,77459,(281) 835-0001,-95.512735,29.534232
"Wm Nbrhd Mkt - Murphy , Gas/Diesel,",#2973,150 West Fm 544,Murphy,TX,75094,(972) 633-0257,-96.614755,33.010791
"Wm Nbrhd Mkt - Pantego,",#3594,2610 West Pioneer Pkwy,Pantego,TX,76013,(817) 303-4468,-97.150224,32.708882
"Walmart Supercenter - Penitas,",#4508,1705 W. Expressway 83,Penitas,TX,78576,(956) 580-6840,-98.44271,26.245119
"Walmart Supercenter - Pflugerville , Gas/Diesel,",#5479,1548 Fm 685,Pflugerville,TX,78660,(512) 252-0112,-97.605564,30.45291
"Wm Nbrhd Mkt - Plano,",#5657,3100 Custer Rd,Plano,TX,75075,(972) 244-6714,-96.732523,33.039481
"Wm Nbrhd Mkt - Plano,",#3199,3513 E Park Blvd,Plano,TX,75074,(469) 304-3143,-96.666082,33.03205
"Wm Nbrhd Mkt - Plano (E) , Gas/Diesel,",#2995,8040 Independence Pkwy,Plano,TX,75025,(972) 396-6401,-96.748513,33.0874048
"Walmart Supercenter - Quinlan , Gas/Diesel,",#4215,8801 Hwy 34 S,Quinlan,TX,75474,(903) 356-1000,-96.126394,32.908893
"Walmart Supercenter - Red Oak,",#3433,100 Ryan Dr,Red Oak,TX,75154,(972) 515-2062,-96.816486,32.533455
"Wm Nbrhd Mkt - Richardson,",#2974,1501 East Buckingham Rd,Richardson,TX,75081,(972) 235-9389,-96.697346,32.932104
"Wm Nbrhd Mkt - Richardson,",#5074,430 North Coit Rd,Richardson,TX,75080,(972) 235-0681,-96.767767,32.957088
"Walmart Supercenter - Richmond,",#3827,5660 Grand Dr W,Richardson,TX,77469,(832) 595-0322,-95.77306,29.689675
"Wm Nbrhd Mkt - Rockwall (S),",#3530,850 West Rusk St,Rockwall,TX,75087,(972) 722-1217,-96.467771,32.930876
"Walmart Supercenter - Round Rock (NE), Gas/Diesel,",#5480,4700 East Palm Valley Blvd,Round Rock,TX,78665,(512) 218-1018,-97.612511,30.533643
"Walmart Supercenter - San Antonio, Gas/Diesel,",#3888,11210 Potranco Rd,San Antonio,TX,78253,(210) 679-7184,-98.714718,29.433729
"Wm Nbrhd Mkt - San Antonio,",#5290,1515 S Ellison Dr,San Antonio,TX,78245,(210) 276-2012,-98.679102,29.417308
"Walmart Supercenter - San Antonio,",#3112,4096 N Foster Rd; I-10 Exit 582/583,San Antonio,TX,78244,(210) 507-4958,-98.357738,29.465441
"Wm Nbrhd Mkt - Socorro,",#5960,10301 Alameda Ave,Socorro,TX,79927,(915) 245-3488,-106.289865,31.654584
"Wm Nbrhd Mkt - Southlake,",#5985,2201 W Southlake Blvd,Southlake,TX,76092,(817) 601-0915,-97.184353,32.937679
"Walmart Supercenter - Spring, Gas/Diesel,",#3390,10001 Woodlands Pkwy,Spring,TX,77382,(281) 419-0162,-95.58778,30.191523
"Walmart Supercenter - Spring, Gas/Diesel,",#0602,1025 Sawdust Rd,Spring,TX,77380,(281) 298-4306,-95.4566364,30.1265554
"Walmart Supercenter - Spring , Gas/Diesel,",#5287,21150 Kuyendahl Rd,Spring,TX,77379,(281) 288-6437,-95.51279,30.076102
"Wm Nbrhd Mkt - Tyler,",#4193,1900 E SE Loop 323,Tyler,TX,75703,(903) 508-6121,-95.276996,32.310892
"Walmart Supercenter - Victoria,",#4194,4101 Houston Hwy,Victoria,TX,77901,(361) 827-7272,-96.960828,28.817339
"Walmart Supercenter - Wichita Falls (SE), Gas/Diesel,",#0414,5131 Greenbriar Rd,Wichita Falls,TX,76302,(940) 397-9650,-98.500533,33.851253
"Walmart Supercenter - Cedar Hills,",#4689,4689 W. Cedar Hills Dr,Cedar Hills,UT,84067,(801) 756-2372,-111.771355,40.416419
"Wm Nbrhd Mkt - Draper,",#5110,1360 East Draper Pkwy,Draper,UT,84020,(801) 816-0838,-111.851362,40.526713
"Walmart Supercenter - Harrisville,",#2921,534 Harrisville Rd,Harrisville,UT,84404,(801) 737-0092,-111.972964,41.268526
"Walmart Supercenter - Heber City,",#4696,1274 South Hwy 189,Heber City,UT,84032,(435) 709-3015,-111.416502,40.493617
"Walmart Supercenter - Hurricane,",#4678,180 North 3400 West,Hurricane,UT,84737,(435) 635-6945,-113.364991,37.171111
"Wm Nbrhd Mkt - Layton,",#5205,1356 East Hwy 193,Layton,UT,84040,(801) 771-2987,-111.940413,41.10042
"Walmart Supercenter - Logan,",#4272,1150 S 100 W,Logan,UT,84321,(435) 752-2111,-111.83729,41.711938
"Wm Nbrhd Mkt - Provo,",#4100,2255 N University Pkwy,Provo,UT,84604,(385) 219-3070,-111.669248,40.263381
"Walmart Supercenter - Riverton,",#3620,13502 South Hamilton View Rd,Riverton,UT,84065,(801) 446-2986,-111.978412,40.506086
"Walmart Supercenter - Salt Lake City,",#4208,2705 E Parleys Way,Salt Lake City,UT,84109,(385) 313-3942,-111.813249,40.719195
"Walmart Supercenter - Sandy,",#5235,9151 South Quarry Blvd,Sandy,UT,84094,(801) 352-4200,-111.860715,40.585305
"Walmart Supercenter - Saratoga Springs,",#4438,136 W Cedar Fort Rd (sr 73),Saratoga Springs,UT,84045,(801)766-4272,-111.919488,40.388355
"Walmart Supercenter - South Jordan,",#5763,3590 W South Jordan Pkwy,South Jordan,UT,84095,(801) 601-3098,-111.97541,40.562829
"Wm Nbrhd Mkt - South Jordan,",#5120,3706 West 9800 South,South Jordan,UT,84095,(801) 282-5725,-111.979037,40.574033
"Wm Nbrhd Mkt - South Ogden,",#5206,1710 Skyline Dr,South Ogden,UT,84405,(801) 479-0366,-111.937782,41.152061
"Walmart Supercenter - Syracuse,",#3848,2228 West 1700 South,Syracuse,UT,84075,(801) 775-9688,-112.068088,41.090391
"Wm Nbrhd Mkt - West Valley City ,",#5109,4570 South 4000 West,West Valley City,UT,84120,(801) 969-1105,-111.988393,40.67048
"Walmart Supercenter - Alta Vista,",#3768,125 Clarion Rd,Altavista,VA,24517,(434) 309 2245,-79.268776,37.143123
"Walmart Supercenter - Appomattox,",#4636,505 Oakville Rd,Appomattox,VA,24522,(434) 352-6066,-78.838853,37.365397
"Walmart Supercenter - Chantilly,",#5969,4368 Chantilly Shopping Center,Chantilly,VA,20151,(571) 392-3081,-77.443068,38.888357
"Walmart Supercenter - Chesapeake,",#3644,201 Hillcrest Pkwy,Chesapeake,VA,23322,(757) 421-3689 (NOP),-76.232503,36.6558
"Walmart Supercenter - Chesterfield,",#4476,14501 Hancock Village St,Chesterfield,VA,23832,(804) 739-2119,-77.677142,37.401172
"Walmart Supercenter - Farmville,",#1486,1800 Perry Dr & St Hwy 684,Farmville,VA,23901,(434) 392-5334,-78.401018,37.278448
"Walmart Supercenter - Fredericksburg,",#4258,11 Village Pkwy,Fredericksburg,VA,22406,(540) 752-2125,-77.528713,38.370051
"Walmart Supercenter - Front Royal ,",#5105,10 Riverton Commons Dr,Front Royal,VA,22630,(540) 635-4140,-78.18695,38.96108
