storenum,opendate,date_super,conversion,st,county,streetaddr,strcity,strstate,type_store,strstate_order,region,statename,zipcode,Store Name,number,streetaddr1,strcity1,strstate1,zipcode1,phone-number,Longitude,Latitude
3384,2005-01-26,2005-01-26,0,48,117,300 WEST 15TH STREET,Hereford,TX,Supercenter,TX,South,Texas,79045,"Walmart Supercenter - Hereford , Gas/Diesel,",#3384,300 West 15th St,Hereford,TX,79045,(806) 364-5712,-102.407426,34.838706
3386,2006-01-25,2006-01-25,0,01,115,160 Springville Station Blvd,Springville,AL,Supercenter,AL,South,Alabama,35146,"Walmart Supercenter - Springville,",#3386,160 Springville Station Blvd,Springville,AL,35146,(205) 467-6656,-86.432585,33.778733
3388,2005-05-18,2005-05-18,0,13,135,1400 LAWRENCEVILLE HIGHWAY,Lawrenceville,GA,Supercenter,GA,South,Georgia,30044,"Walmart Supercenter - Lawrenceville (S) , Gas/Diesel,",#3388,1400 Lawrenceville Hwy,Lawrenceville,GA,30044,(770) 682-1992,-84.026225,33.936426
3389,2006-01-25,2006-01-25,0,13,135,3435 Centerville Hwy,Snellville,GA,Supercenter,GA,South,Georgia,30039,"Walmart Supercenter - Snellville (S) , Gas/Diesel,",#3389,3435 Centerville Hwy,Snellville,GA,30039,(770) 972-7572,-84.046238,33.807183
3391,2005-03-23,2005-03-23,0,48,187,6102 FM 3009,Schertz,TX,Supercenter,TX,South,Texas,78154,"Walmart Supercenter - Schertz , Gas/Diesel,",#3391,6102 Fm 3009,Schertz,TX,78154,(210) 651-8217,-98.276125,29.603511
3394,2005-04-13,2005-04-13,0,19,029,1905 EAST 7TH STREET,Atlantic,IA,Supercenter,IA,Midwest,Iowa,50022,"Walmart Supercenter - Atlantic , Gas/Diesel,",#3394,1905 East 7th St,Atlantic,IA,50022,(712) 243-5214,-94.985446,41.402569
3395,2005-07-20,2005-07-20,0,31,079,3501 SOUTH LOCUST STREET,Grand Island,NE,Supercenter,NE,Midwest,Nebraska,68801,"Walmart Supercenter - Grand Island,",#3395,3501 South Locust St,Grand Island,NE,68801,(308) 381-4970,-98.337291,40.885505
3403,2006-01-27,2006-01-27,0,13,223,3615 Marietta Hwy,Dallas,GA,Supercenter,GA,South,Georgia,30157,"Walmart Supercenter - Dallas , Gas/Diesel,",#3403,3615 Marietta Hwy,Dallas,GA,30157,(770) 445-2141,-84.730389,33.934717
3406,2006-01-27,2006-01-27,0,48,113,15220 Montfort Dr,Dallas,TX,Supercenter,TX,South,Texas,75248,"Walmart Supercenter - Dallas (Prestwood) ,",#3406,15220 Montfort Dr,Dallas,TX,75248,(972) 233-0438,-96.817789,32.958765
3408,2005-10-26,2005-10-26,0,32,510,3200 MARKET STREET,Carson City (N),NV,Supercenter,NV,West,Nevada,89706,"Walmart Supercenter - Carson City,",#3408,3200 Market St,Carson City,NV,89706,(775) 883-6415,-119.756967,39.188
3420,2005-01-26,NA,NA,36,059,1220 OLD COUNTRY ROAD,Nassau,NY,Wal-Mart,NY,Northern,New York,11590,"Walmart Supercenter - Westbury (Long Island),",#3420,1220 Old Country Rd,Westbury,NY,11590,(516) 794-7280,-73.601218,40.743847
3425,2006-01-27,2006-01-27,0,48,201,9598 Rowlett Rd,Houston,TX,Supercenter,TX,South,Texas,77034,"Walmart Supercenter - Houston , Gas/Diesel,",#3425,9598 Rowlett Rd,Houston,TX,77075,(832) 386-0103,-95.236232,29.630684
3427,2005-09-14,2005-09-14,0,35,015,604 NORTH 26TH STREET,Artesia,NM,Supercenter,NM,West,New Mexico,88210,"Walmart Supercenter - Artesia , Gas/Diesel,",#3427,604 North 26th St,Artesia,NM,88210,(575) 746-2184,-104.427459,32.847696
3431,2005-08-24,2005-08-24,1,48,367,2801 EAST INTERSTATE 20,Hudson Oaks,TX,Supercenter,TX,South,Texas,76087,"Walmart Supercenter - Hudson Oaks , Gas/Diesel,",#3431,2801 East Interstate 20,Hudson Oaks,TX,76087,(817) 599-7490,-97.709615,32.754971
3454,2002-05-15,2002-05-15,0,49,003,1200 SOUTH COMMERCE WAY,Brigham City,UT,Supercenter,UT,West,Utah,84302,"Walmart Supercenter - Perry, Gas,",#3454,1200 South Commerce Way,Perry,UT,84302,(435) 734-9660,-112.030012,41.485034
3459,2002-09-18,2002-09-18,0,17,113,2225 WEST MARKET ST.,Bloomington,IL,Supercenter,IL,Midwest,Illinois,61701,"Walmart Supercenter - Bloomington , Gas/Diesel,",#3459,2225 West Market St.,Bloomington,IL,61701,(309) 828-5646,-89.041363,40.48881
3460,2003-08-20,2003-08-20,0,17,143,8915 NORTH ALLEN ROAD,Peoria,IL,Supercenter,IL,Midwest,Illinois,61615,"Walmart Supercenter - Peoria,",#3460,8915 North Allen Rd,Peoria,IL,61615,(309) 693-0525,-89.632977,40.79619
3461,2002-10-16,2002-10-16,0,13,113,2717 HIGHWAY 54 WEST,Peachtree City,GA,Supercenter,GA,South,Georgia,30269,"Walmart Supercenter - Peachtree City ,",#3461,2717 Hwy 54 West,Peachtree City,GA,30269,(770) 632-8373,-84.599571,33.400303
3462,2002-05-15,2002-05-15,0,13,135,3245 LAWRENCEVILLE SUWANEE RD,Suwanee,GA,Supercenter,GA,South,Georgia,30024,"Walmart Supercenter - Suwanee , Gas/Diesel,",#3462,3245 Lawrenceville Suwanee Rd,Suwanee,GA,30024,(678) 482-5441,-84.050659,34.037455
3463,2002-08-14,2002-08-14,0,12,057,1208 EAST BRANDON BLVD,Brandon (E),FL,Supercenter,FL,South,Florida,33511,"Walmart Supercenter - Brandon (E) , Gas/Diesel,",#3463,1208 East Brandon Blvd,Brandon,FL,33511,(813) 651-9040,-82.264993,27.939762
3464,2002-05-15,NA,NA,06,071,3943 GRAND AVENUE,Chino,CA,Wal-Mart,CA,West,California,91710,"Walmart Supercenter - Chino,",#3464,3943 Grand Ave,Chino,CA,91710,(909) 364-1968,-117.718236,33.995704
3465,2003-03-19,2003-03-19,0,04,013,5010 NORTH 95TH AVE,Glendale,AZ,Supercenter,AZ,West,Arizona,85305,"Walmart Supercenter - Glendale (W) ,",#3465,5010 North 95th Ave,Glendale,AZ,85305,(623) 872-0058,-112.26617,33.510108
3469,2001-10-24,NA,NA,34,039,1601 WEST EDGAR ROAD,Linden,NJ,Wal-Mart,NJ,Northern,New Jersey,7036,"Walmart - Linden,",#3469,1601 West Edgar Rd,Linden,NJ,07036,(908) 474-9055,-74.24899,40.61258
3471,2002-03-20,2002-03-20,0,13,067,3105 COBB PARKWAY NORTH,Acworth,GA,Supercenter,GA,South,Georgia,30101,"Walmart Supercenter - Acworth ,",#3748,3826 Cobb Pkwy North,Acworth,GA,30101,(770) 966-1226,-84.697421,34.047907
3472,2002-01-23,2002-01-23,0,16,055,3050 EAST MULLAN AVENUE,Post Falls,ID,Supercenter,ID,West,Idaho,83854,"Walmart Supercenter - Post Falls , Gas,",#3472,3050 East Mullan Ave,Post Falls,ID,83854,(208) 457-9866,-116.906963,47.714836
3473,2002-03-20,2002-03-20,0,32,003,4505 WEST CHARLESTON BLVD,Las Vegas (W.Central),NV,Supercenter,NV,West,Nevada,89102,"Walmart Supercenter - Las Vegas (West Central),",#3473,4505 West Charleston Blvd,Las Vegas,NV,89102,(702) 258-4540,-115.201296,36.158
3474,2004-07-21,2004-07-21,0,12,081,6225 EAST STATE ROAD 64,Brandenton,FL,Supercenter,FL,South,Florida,34208,"Walmart Supercenter - Bradenton (NE),",#3474,6225 East State Rd 64,Bradenton,FL,34208,(941) 708-2800,-82.482435,27.494886
3475,2001-09-19,NA,NA,42,091,650 SOUTH TROOPER ROAD,West Norriton,PA,Wal-Mart,PA,Northern,Pennsylvania,19403,"Walmart Supercenter - Norristown,",#3475,650 South Trooper Rd,Norristown,PA,19403,(610) 631-6750,-75.402725,40.127598
3476,2002-10-16,NA,NA,26,163,39500 FORD ROAD,Canton,MI,Wal-Mart,MI,Midwest,Michigan,48187,"Walmart Supercenter - Canton,",#3476,39500 Ford Rd,Canton,MI,48187,(734) 983-0538,-83.430006,42.324467
3477,2002-10-30,NA,NA,06,037,7250 CARSON BLVD,Long Beach (N),CA,Wal-Mart,CA,West,California,90808,"Walmart Supercenter - Long Beach (N) ,",#3477,7250 Carson Blvd,Long Beach,CA,90808,(562) 425-5113,-118.091326,33.829259
3480,2002-06-19,2002-06-19,0,51,167,775 REGIONAL PARK ROAD,Lebanon,VA,Supercenter,VA,South,Virginia,24266,"Walmart Supercenter - Lebanon, Gas,",#3480,1050 Regional Park Rd,Lebanon,VA,24266,(276) 889-1654,-82.04465,36.901147
3481,2003-09-17,NA,NA,24,005,112 CARROLL ISLAND ROAD,Carroll Island,MD,Wal-Mart,MD,South,Maryland,21220,"Walmart - Baltimore,",#3481,112 Carroll Island Rd,Baltimore,MD,21220,(410) 335-5669,-76.400122,39.336496
3482,2002-05-15,2002-05-15,0,48,085,425 COIT ROAD,Plano (Coit/190),TX,Supercenter,TX,South,Texas,75075,"Walmart Supercenter - Plano,",#3482,425 Coit Rd,Plano,TX,75075,(972) 599-1650,-96.770611,33.004063
3483,2002-09-18,2002-09-18,0,22,109,933 GRAND CAILLOU ROAD,Houma (E),LA,Supercenter,LA,South,Louisiana,70363,"Walmart Supercenter - Houma (E) , Gas/Diesel,",#3483,933 Grand Caillou Rd,Houma,LA,70363,(985) 917-0151,-90.693252,29.583927
3484,2002-04-17,2002-04-17,0,12,033,2951 SOUTH BLUE ANGEL PARKWAY,Pensacola (SW),FL,Supercenter,FL,South,Florida,32506,"Walmart Supercenter - Pensacola (SW) , Gas/Diesel,",#3484,2951 South Blue Angel Pkwy,Pensacola,FL,32506,(850) 458-5550,-87.360366,30.361246
3486,2002-08-14,2002-08-14,0,39,009,929 EAST STATE STREET,Athens,OH,Supercenter,OH,Midwest,Ohio,45701,"Walmart Supercenter - Athens,",#3486,929 East State St,Athens,OH,45701,(740) 594-3398,-82.066094,39.335747
3487,2002-10-30,NA,NA,26,099,51450 SHELBY PARKWAY,Shelby Twp,MI,Wal-Mart,MI,Midwest,Michigan,48315,"Walmart Supercenter - Shelby Twp , Gas/Diesel,",#3487,51450 Shelby Pkwy,Shelby Township,MI,48315,(586) 997-6905,-83.009862,42.671951
3488,2004-01-21,2004-01-21,0,55,101,1901 MILWAUKEE AVENUE,Burlington,WI,Supercenter,WI,Midwest,Wisconsin,53105,"Walmart Supercenter - Burlington,",#3488,1901 Milwaukee Ave,Burlington,WI,53105,(262) 767-9520,-88.253618,42.702763
3489,2002-07-17,NA,NA,24,005,6420 PETRIE WAY,Golden Ring,MD,Wal-Mart,MD,South,Maryland,21237,"Walmart Supercenter - Baltimore (Rosedale),",#3489,6420 Petrie Way,Baltimore,MD,21237,(410) 687-4858,-76.488752,39.336661
3490,2002-06-19,NA,NA,24,003,7081 ARUNDEL MILLS CIRCLE,Arundel Mills,MD,Wal-Mart,MD,South,Maryland,21076,"Walmart - Hanover,",#3490,7081 Arundel Mills Circle,Hanover,MD,21076,(410) 579-8725,-76.731964,39.15481
3491,2001-10-24,NA,NA,25,009,70 PLEASANT VALLEY STREET,Methuen,MA,Wal-Mart,MA,Northern,Massachusetts,1844,"Walmart - Methuen,",#3491,70 Pleasant Valley St,Methuen,MA,01844,(978) 686-2633,-71.16492,42.74219
3492,2002-04-17,2002-04-17,0,20,173,11411 EAST KELLOGG,Wichita (E),KS,Supercenter,KS,Midwest,Kansas,67207,"Walmart Supercenter - Wichita (E),",#3492,11411 East Kellogg,Wichita,KS,67207,(316) 683-0735,-97.204356,37.677282
3493,2002-01-23,NA,NA,06,013,1021 ARNOLD DR,Martinez,CA,Wal-Mart,CA,West,California,94553,"Walmart - Martinez ,",#3493,1021 Arnold Dr,Martinez,CA,94553,(925) 313-5716,-122.108671,37.996546
3495,2002-03-20,2002-03-20,0,47,125,2315 MADISON STREET,Clarksville (S),TN,Supercenter,TN,South,Tennessee,37043,"Walmart Supercenter - Clarksville (S) , Gas/Diesel,",#3495,2315 Madison St,Clarksville,TN,37043,(931) 552-1010,-87.269962,36.509521
3496,2002-08-14,NA,NA,55,079,5825 WEST HOPE AVENUE,Milwaukee (C),WI,Wal-Mart,WI,Midwest,Wisconsin,53216,"Walmart - Milwaukee,",#3496,5825 West Hope Ave,Milwaukee,WI,53216,(414) 445-3930,-87.984995,43.094119
3497,2002-08-14,2002-08-14,0,55,117,428 WALTON DRIVE,Plymouth,WI,Supercenter,WI,Midwest,Wisconsin,53073,"Walmart Supercenter - Plymouth,",#3497,428 Walton Dr,Plymouth,WI,53073,(920) 892-7523,-87.943942,43.751698
3498,2002-03-20,NA,NA,27,003,4405 PHEASANT RIDGE DRIVE N.E,Blaine,MN,Wal-Mart,MN,Midwest,Minnesota,55449,"Walmart - Blaine,",#3498,4405 Pheasant Ridge Dr N.e.,Blaine,MN,55449,(763) 784-0147,-93.158945,45.165678
3500,2002-09-18,2002-09-18,0,48,201,5655 EAST SAM HOUSTON PKWY N,Houston (Wallisvl),TX,Supercenter,TX,South,Texas,77015,"Walmart Supercenter - Houston (Wallisville) , Gas/Diesel,",#3500,5655 East Sam Houston Pkwy,Houston,TX,77015,(713) 450-2222,-95.165035,29.807309
3501,2004-10-27,2004-10-27,0,42,011,100 CROSSINGS BLVD,Morgantown,PA,Supercenter,PA,Northern,Pennsylvania,19520,"Walmart Supercenter - Elverson,",#3501,100 Crossings Blvd,Elverson,PA,19520,(610) 913-2000,-75.866442,40.15511
3502,2002-03-20,NA,NA,39,017,6500 SATRIALE WAY,Hamilton (E),OH,Wal-Mart,OH,Midwest,Ohio,45011,"Walmart Supercenter - Hamilton,",#2441,1505 Main St,Hamilton,OH,45013,(513) 737-0564,-84.599286,39.426371
3503,2002-07-17,2002-07-17,0,37,057,"1585 LIBERTY DRIVE, SUITE #1",Thomasville,NC,Supercenter,NC,South,North Carolina,27360,"Walmart Supercenter - Thomasville , Gas/Diesel,",#3503,1585 Liberty Dr,Thomasville,NC,27360,(336) 474-2239,-80.066569,35.85561
3507,2002-04-17,NA,NA,24,510,2701 PORT COVINGTON DRIVE,Port Covington,MD,Wal-Mart,MD,South,Maryland,21230,"Walmart - Baltimore/port Covington,",#3507,2701 Port Covington Dr,Baltimore,MD,21230,(410) 625-1971,-76.6086,39.25916
3510,2002-09-18,2002-09-18,0,48,039,1710 BROADWAY STREET,Pearland (E),TX,Supercenter,TX,South,Texas,77581,"Walmart Supercenter - Pearland (E) , Gas/Diesel,",#3510,1710 BRdway St,Pearland,TX,77581,(281) 482-5016,-95.23466,29.546614
3513,2003-03-19,2005-11-02,1,27,139,8101 OLD CARRIAGE COURT,Shakopee,MN,Supercenter,MN,Midwest,Minnesota,55379,"Walmart Supercenter - Shakopee,",#3513,8101 Old Carriage Court,Shakopee,MN,55379,(952) 445-8013,-93.416414,44.779461
3514,2002-03-20,2002-03-20,0,42,083,50 FOSTER BROOK BLVD,Bradford,PA,Supercenter,PA,Northern,Pennsylvania,16701,"Walmart Supercenter - Bradford,",#3514,50 Foster Brook Blvd,Bradford,PA,16701,(814) 368-4600,-78.610064,41.978784
3515,2002-10-16,2002-10-16,0,39,071,540 HARRY SAUNER ROAD,Hillsboro,OH,Supercenter,OH,Midwest,Ohio,45133,"Walmart Supercenter - Hillsboro , Gas/Diesel,",#3515,540 Harry Sauner Rd.,Hillsboro,OH,45133,(937) 840-0208,-83.62159,39.22696
3516,2004-05-19,NA,NA,06,073,1360 EASTLAKE PARKWAY,Chula Vista,CA,Wal-Mart,CA,West,California,91915,"Walmart Supercenter - Chula Vista (E),",#3516,1360 Eastlake Pkwy,Chula Vista,CA,91915,(619) 858-0071,-116.967209,32.631462
3518,2002-07-17,2002-07-17,1,48,479,2320 BOB BULLOCK LOOP,Laredo (SE),TX,Supercenter,TX,South,Texas,78043,"Walmart Supercenter - Laredo , Gas/Diesel,",#3518,2320 Bob Bullock Loop,Laredo,TX,78043,(956) 791-3303,-99.450464,27.517917
3520,2004-10-27,NA,NA,34,017,400 PARK PLACE,Secaucus,NJ,Wal-Mart,NJ,Northern,New Jersey,7094,"Walmart Supercenter - Secaucus,",#3520,400 Park Place,Secaucus,NJ,07094,(201) 325-9280,-74.041606,40.79256
3522,2004-05-19,NA,NA,06,037,3250 BIG DALTON AVENUE,Baldwin Park,CA,Wal-Mart,CA,West,California,91706,"Walmart Supercenter - Baldwin Park ,",#3522,3250 Big Dalton Ave,Baldwin Park,CA,91706,(626) 814-2235,-117.962596,34.071194
3523,2006-01-27,2006-01-27,0,06,037,26471 Carl Boyer Dr,Santa Clarita,CA,Supercenter,CA,West,California,91350,"Walmart Supercenter - Santa Clarita (E),",#3523,26471 Carl Boyer Dr,Santa Clarita,CA,91350,(661) 259-0863,-118.506491,34.414416
3524,2004-10-20,NA,NA,06,073,605 FLETCHER PARKWAY,El Cajon (C),CA,Wal-Mart,CA,West,California,92020,"Walmart - El Cajon,",#3524,605 Fletcher Pkwy,El Cajon,CA,92020,(619) 440-2009,-116.96931,32.804315
3526,2002-10-30,2002-10-30,0,12,053,7305 BROAD STREET,Brooksville (E),FL,Supercenter,FL,South,Florida,34601,"Walmart Supercenter - Brooksville (E) , Gas/Diesel,",#3526,7305 BRd St,Brooksville,FL,34601,(352) 796-5996,-82.407211,28.536325
3527,2004-01-21,2004-01-21,0,12,111,1675 ST. LUCIE WEST BLVD,St. Lucie,FL,Supercenter,FL,South,Florida,34986,"Walmart Supercenter - Port St. Lucie , Gas/Diesel,",#3527,1675 St. Lucie West Blvd,Port St. Lucie,FL,34986,(772) 873-2221,-80.402243,27.314096
3528,2002-07-17,2002-07-17,0,28,131,1053 FRONTAGE DRIVE EAST,Wiggins,MS,Supercenter,MS,South,Mississippi,39577,"Walmart Supercenter - Wiggins , Gas/Diesel,",#3528,1053 East Frontage Dr,Wiggins,MS,39577,(601) 928-9119,-89.144717,30.844892
3529,2003-03-19,2003-03-19,0,18,097,10735 PENDLETON PIKE,Lawrence,IN,Supercenter,IN,Midwest,Indiana,46236,"Walmart Supercenter - Indianapolis, Gas/Diesel,",#3529,10735 Pendleton Pike,Indianapolis,IN,46236,(317) 823-1054,-85.976841,39.859397
3531,2002-10-16,NA,NA,53,067,1401 GALAXY DRIVE NE,Lacey,WA,Wal-Mart,WA,West,Washington,98516,"Walmart Supercenter - Lacey,",#3531,1401 Galaxy Dr Ne,Lacey,WA,98516,(360) 456-6550,-122.772045,47.06029
3533,2002-08-14,2002-08-14,0,08,031,7800 EAST SMITH ROAD,Denver (N),CO,Supercenter,CO,West,Colorado,80207,"Walmart Supercenter - Denver (N),",#3533,7800 East Smith Rd,Denver,CO,80238,(720) 941-0411,-104.898347,39.769541
3534,2003-03-03,2003-03-03,0,27,049,295 TYLER ROAD SOUTH,Red Wing,MN,Supercenter,MN,Midwest,Minnesota,55066,"Walmart Supercenter - Red Wing,",#3534,295 Tyler Rd South,Red Wing,MN,55066,(651) 385-0003,-92.583136,44.563115
3535,2004-01-21,2004-01-21,0,33,015,35 FRESH RIVER ROAD,Epping,NH,Supercenter,NH,Northern,New Hampshire,3042,"Walmart Supercenter - Epping,",#3535,35 Fresh River Rd,Epping,NH,03042,(603) 679-5919,-71.069762,43.027671
3541,2003-09-17,NA,NA,42,029,516 SCHOOL HOUSE ROAD,Kennett Square,PA,Wal-Mart,PA,Northern,Pennsylvania,19348,"Walmart - Kennet Square,",#3541,516 School House Rd,Kennet Square,PA,19348,(610) 444-2268,-75.689854,39.860185
3543,2002-10-30,NA,NA,09,001,67 NEWTOWN ROAD,Danbury,CT,Wal-Mart,CT,Northern,Connecticut,6810,"Walmart - Danbury,",#3543,67 Newtown Rd,Danbury,CT,06810,(203) 791-1929,-73.417078,41.405823
3544,2002-10-16,NA,NA,09,009,900 BOSTON POST ROAD,Guilford,CT,Wal-Mart,CT,Northern,Connecticut,6437,"Walmart - Guilford,",#3544,900 Boston Post Rd,Guilford,CT,06437,(203) 458-1252,-72.678865,41.287749
3545,2002-07-17,NA,NA,09,009,2300 DIXWELL AVENUE,Hamden,CT,Wal-Mart,CT,Northern,Connecticut,6514,"Walmart - Hamden,",#3545,2300 Dixwell Ave,Hamden,CT,06514,(203) 230-0285,-72.9183,41.373243
3546,2002-10-30,NA,NA,09,005,164 DANBURY ROAD,New Milford,CT,Wal-Mart,CT,Northern,Connecticut,6776,"Walmart - New Milford,",#3546,164 Danbury Rd,New Milford,CT,06776,(860) 350-4823,-73.418667,41.551633
3547,2003-05-21,NA,NA,09,001,680 CONNECTICUT AVENUE,Norwalk,CT,Wal-Mart,CT,Northern,Connecticut,6854,"Walmart - Norwalk (S),",#3547,680 Connecticut Ave,Norwalk,CT,06854,(203) 854-5236,-73.449458,41.095612
3549,2002-06-19,NA,NA,33,005,350 WINCHESTER STREET,Keene,NH,Wal-Mart,NH,Northern,New Hampshire,3431,"Walmart - Keene ,",#3549,350 Winchester St,Keene,NH,03431,(603) 357-7200,-72.287521,42.924045
3562,2002-06-19,NA,NA,34,003,189 ROUTE 46 WEST,Saddle Brook,NJ,Wal-Mart,NJ,Northern,New Jersey,7663,"Walmart - Saddle Brook,",#3562,189 Route 46 West,Saddle Brook,NJ,07663,(201) 226-0575,-74.09389,40.891428
3563,2002-05-15,NA,NA,42,095,3926 LINDEN STREET,Bethlehem,PA,Wal-Mart,PA,Northern,Pennsylvania,18020,"Walmart - Bethlehem,",#3563,3926 Linden St,Bethlehem,PA,18020,(610) 867-1300,-75.342539,40.673849
3565,2002-07-17,NA,NA,42,091,53 WEST GERMANTOWN PIKE,Norristown,PA,Wal-Mart,PA,Northern,Pennsylvania,19401,"Walmart - Norristown,",#3565,53 West Germantown Pike,Norristown,PA,19401,(610) 275-0222,-75.314417,40.144635
3566,2002-06-19,2002-06-19,0,08,005,9400 EAST HAMPDEN AVENUE,Denver (SE),CO,Supercenter,CO,West,Colorado,80231,"Walmart Supercenter - Denver (N),",#3566,9400 East Hampden Ave,Denver,CO,80231,(720) 748-1000,-104.877769,39.651596
3568,2002-10-16,2002-10-16,0,49,035,3180 SOUTH 5600 WEST,West Valley City,UT,Supercenter,UT,West,Utah,84120,"Walmart Supercenter - West Valley City ,",#3568,3180 South 5600 West,West Valley City,UT,84120,(801) 966-2986,-112.026117,40.702255
3569,2003-10-03,2003-10-03,0,48,453,12900 NO. I-35 SVC RD SB,Austin,TX,Supercenter,TX,South,Texas,78753,"Walmart Supercenter - Austin (NW) , Gas/Diesel,",#3569,12900 No.   I-35 Svc Rd Sb,Austin,TX,78753,NA,-97.675521,30.413481
3570,2002-02-20,2002-02-20,0,13,073,4471 WASHINGTON ROAD,Evans,GA,Supercenter,GA,South,Georgia,30809,"Walmart Supercenter - Evans , Gas/Diesel,",#3570,4469 Washington Rd,Evans,GA,30809,(706) 854-9892,-82.141379,33.545321
3571,2003-03-19,NA,NA,39,165,2900 TOWNE BLVD,Middletown,OH,Wal-Mart,OH,Midwest,Ohio,45044,"Walmart Supercenter - Middletown,",#3571,2900 Towne Blvd,Middletown,OH,45044,(513) 423-6785,-84.327814,39.487924
3572,2003-03-19,2003-03-19,0,48,039,10505 BROADWAY,Houston,TX,Supercenter,TX,South,Texas,77584,"Walmart Supercenter - Pearland,",#3572,10505 BRdway,Pearland,TX,77584,(713) 436-2899,-95.382611,29.5572
3573,2003-08-20,NA,NA,51,153,9401 LIBERIA AVE,Manassas,VA,Wal-Mart,VA,South,Virginia,20111,"Walmart Supercenter - Manassas (S),",#3573,9401 Liberia Ave,Manassas,VA,20111,(703) 257-0403,-77.448254,38.751922
3580,2003-01-22,2003-01-22,0,39,089,1315 NORTH 21ST STREET,Newark,OH,Supercenter,OH,Midwest,Ohio,43055,"Walmart Supercenter - Newark , Gas/Diesel,",#3580,1315 North 21st St,Newark,OH,43055,(740) 364-9090,-82.429682,40.084837
3581,2003-08-20,2003-08-20,0,39,119,2850 MAYSVILLE PIKE,Zanesville,OH,Supercenter,OH,Midwest,Ohio,43701,"Walmart Supercenter - Zanesville , Gas/Diesel,",#3581,2850 Maysville Pike,Zanesville,OH,43701,(740) 452-3282,-82.041897,39.892414
3582,2003-01-22,2003-01-22,0,08,041,1575 SPACE CENTER DRIVE,Colorado Springs,CO,Supercenter,CO,West,Colorado,80915,"Walmart Supercenter - Colorado Springs (E) ,",#3582,1575 Space Center Dr,Colorado Springs,CO,80915,(719) 597-7414,-104.72293,38.855179
3583,2004-01-21,2004-01-21,0,36,001,311 ROUTE 9W,Glenmont,NY,Supercenter,NY,Northern,New York,12077,"Walmart Supercenter - Glenmont,",#3583,311 Route 9w,Glenmont,NY,12077,(518) 432-6120,-73.791751,42.608464
3588,2004-03-17,NA,NA,51,153,17041 JEFFERSON DAVIS HIGHWAY,Dumfries,VA,Wal-Mart,VA,South,Virginia,22026,"Walmart Supercenter - Dumfries,",#3588,17041 Jefferson Davis Hwy,Dumfries,VA,22026,(703) 22104116,-77.309057,38.582525
3589,2004-08-25,2004-08-25,0,49,035,350 WEST HOPE AVENUE,Salt Lake City (C),UT,Supercenter,UT,West,Utah,84115,"Walmart Supercenter - Salt Lake City,",#3589,350 West Hope Ave,Salt Lake City,UT,84115,(801) 484-7311,-111.901415,40.740063
3590,2003-07-16,2003-07-16,0,19,193,3101 FLOYD BLVD,Sioux City,IA,Supercenter,IA,Midwest,Iowa,51108,"Walmart Supercenter - Sioux City (N) , Gas/Diesel,",#3590,3101 Floyd Blvd,Sioux City,IA,51108,(712) 239-8901,-96.373437,42.531287
3591,2003-04-16,2003-04-16,0,48,339,18700 STATE HIGHWAY 105 WEST,Conroe,TX,Supercenter,TX,South,Texas,77356,"Walmart Supercenter - Montgomery, Gas/Diesel,",#3591,18700 State Hwy 105 West,Montgomery,TX,77356,(936) 582-1551,-95.652602,30.383733
3595,2002-07-17,2002-07-17,0,37,051,7701 SOUTH RAEFORD ROAD,Fayetteville,NC,Supercenter,NC,South,North Carolina,28304,"Walmart Supercenter - Fayetteville (W) , Gas/Diesel,",#3595,7701 South Raeford Rd,Fayetteville,NC,28304,(910) 864-6575,-79.052878,35.02572
3596,2003-01-22,2003-01-22,0,35,061,2250 MAIN STREET NW,Los Lunas,NM,Supercenter,NM,West,New Mexico,87031,"Walmart Supercenter - Los Lunas,",#3596,2250 Main St Nw,Los Lumas,NM,87031,(505) 565-4611,-106.763944,34.816492
3597,2004-08-25,2004-08-25,0,17,007,2101 GATEWAY CENTER DRIVE,Belvidere,IL,Supercenter,IL,Midwest,Illinois,61008,"Walmart Supercenter - Belvidere , Gas/Diesel,",#3597,2101 Gateway Center Dr,Belvidere,IL,61008,(815) 547-5447,-88.817231,42.238929
3598,2003-01-22,NA,NA,34,027,235 RIDGEDALE AVENUE,Cedar Knolls,NJ,Wal-Mart,NJ,Northern,New Jersey,7927,"Walmart Supercenter - Cedar Knolls,",#3598,235 Ridgedale Ave,Cedar Knolls,NJ,07927,(973) 889-8646,-74.458757,40.809205
3608,2006-01-31,2006-01-31,0,39,085,6067 N Ridge Rd,Madison,OH,Supercenter,OH,Midwest,Ohio,44057,"Walmart Supercenter - Madison , Gas/Diesel,",#3608,6067 North Ridge Rd,Madison,OH,44057,(440) 417-0010,-81.071875,41.803702
3624,2005-07-20,2005-07-20,0,27,171,9320 CEDAR STREET,Monticello,MN,Supercenter,MN,Midwest,Minnesota,55362,"Walmart Supercenter - Monticello,",#3624,9320 Cedar St,Monticello,MN,55362,(763) 295-9800,-93.8019,45.2843
3630,2006-01-23,2006-01-23,0,19,113,5491 Bus Hwy 51,Marion,IA,Supercenter,IA,Midwest,Iowa,52302,"Walmart Supercenter - Marion , Gas/Diesel,",#3630,5491 Business Hwy 151,Marion,IA,52302,(319) 447-2395,-91.553342,42.034323
